seed,program,generation,status,detail,repaired,runtime_ms
24,gen1_02,1,ok,,False,0.036
24,gen1_03,1,ok,,False,0.963
24,gen1_04,1,ok,,False,0.032
24,gen1_05,1,ok,,False,0.035
24,gen1_06,1,ok,,False,0.166
24,gen2_01,2,ok,,False,0.089
24,gen2_02,2,ok,,False,0.077
24,gen2_03,2,ok,,False,0.033
24,gen2_04,2,ok,,False,0.051
24,gen2_05,2,ok,,False,0.074
24,gen2_06,2,ok,,False,0.066
24,gen3_01,3,ok,,False,0.099
24,gen3_02,3,ok,,False,0.034
24,gen3_03,3,ok,,False,0.209
24,gen3_04,3,ok,,False,0.038
24,gen3_05,3,ok,,False,0.416
24,gen3_06,3,ok,,False,0.304
25,gen1_01,1,ok,,False,0.048
25,gen1_02,1,ok,,False,0.03
25,gen1_03,1,ok,,False,0.955
25,gen1_04,1,ok,,False,0.029
25,gen1_05,1,ok,,False,0.034
25,gen1_06,1,ok,,False,0.147
25,gen2_01,2,ok,,False,0.08
25,gen2_02,2,ok,,False,0.12
25,gen2_03,2,ok,,False,0.033
25,gen2_04,2,ok,,False,0.055
25,gen2_05,2,ok,,False,0.068
25,gen2_06,2,ok,,False,0.054
25,gen3_01,3,ok,,False,0.059
25,gen3_02,3,ok,,False,0.032
25,gen3_03,3,ok,,False,0.114
25,gen3_04,3,ok,,False,0.024
25,gen3_05,3,ok,,False,0.384
25,gen3_06,3,ok,,False,0.126
26,gen1_01,1,ok,,False,0.051
26,gen1_02,1,ok,,False,0.03
26,gen1_03,1,ok,,False,0.944
26,gen1_04,1,ok,,False,0.03
26,gen1_05,1,ok,,False,0.035
26,gen1_06,1,ok,,False,0.165
26,gen2_01,2,ok,,False,0.09
26,gen2_02,2,ok,,False,0.07
26,gen2_03,2,ok,,False,0.033
26,gen2_04,2,ok,,False,0.052
26,gen2_05,2,ok,,False,0.075
26,gen2_06,2,ok,,False,0.067
26,gen3_01,3,ok,,False,0.089
26,gen3_02,3,ok,,False,0.032
26,gen3_03,3,ok,,False,0.192
26,gen3_04,3,ok,,False,0.038
26,gen3_05,3,ok,,False,0.413
26,gen3_06,3,ok,,False,0.261
27,gen1_01,1,ok,,False,0.049
27,gen1_02,1,ok,,False,0.03
27,gen1_03,1,ok,,False,0.943
27,gen1_04,1,ok,,False,0.028
27,gen1_05,1,ok,,False,0.034
27,gen1_06,1,ok,,False,0.166
27,gen2_01,2,ok,,False,0.089
27,gen2_02,2,ok,,False,0.069
27,gen2_03,2,ok,,False,0.034
27,gen2_04,2,ok,,False,0.071
27,gen2_05,2,ok,,False,0.075
27,gen2_06,2,ok,,False,0.061
27,gen3_01,3,ok,,False,0.068
27,gen3_02,3,ok,,False,0.032
27,gen3_03,3,ok,,False,0.132
27,gen3_04,3,ok,,False,0.035
27,gen3_05,3,ok,,False,0.38
27,gen3_06,3,ok,,False,0.178
28,gen1_01,1,ok,,False,0.067
28,gen1_02,1,ok,,False,0.048
28,gen1_03,1,ok,,False,0.947
28,gen1_04,1,ok,,False,0.034
28,gen1_05,1,ok,,False,0.035
28,gen1_06,1,ok,,False,0.166
28,gen2_01,2,ok,,False,0.089
28,gen2_02,2,ok,,False,0.073
28,gen2_03,2,ok,,False,0.034
28,gen2_04,2,ok,,False,0.054
28,gen2_05,2,ok,,False,0.081
28,gen2_06,2,ok,,False,0.074
28,gen3_01,3,ok,,False,0.11
28,gen3_02,3,ok,,False,0.032
28,gen3_03,3,ok,,False,0.227
28,gen3_04,3,ok,,False,0.041
28,gen3_05,3,ok,,False,0.449
28,gen3_06,3,ok,,False,0.371
29,gen1_01,1,ok,,False,0.047
29,gen1_02,1,ok,,False,0.03
29,gen1_03,1,ok,,False,0.949
29,gen1_04,1,ok,,False,0.029
29,gen1_05,1,ok,,False,0.034
29,gen1_06,1,ok,,False,0.147
29,gen2_01,2,ok,,False,0.09
29,gen2_02,2,ok,,False,0.067
29,gen2_03,2,ok,,False,0.033
29,gen2_04,2,ok,,False,0.105
29,gen2_05,2,ok,,False,0.074
29,gen2_06,2,ok,,False,0.06
29,gen3_01,3,ok,,False,0.06
29,gen3_02,3,ok,,False,0.033
29,gen3_03,3,ok,,False,0.111
29,gen3_04,3,ok,,False,0.024
29,gen3_05,3,ok,,False,0.423
29,gen3_06,3,ok,,False,0.11
